Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,24.718174386973395,24.729270393437197,23.821671579713147,24.26104736328125,212818400,0.0,0.0
2015-01-05 00:00:00-05:00,24.030267283850048,24.110153799834524,23.391176848987335,23.577577590942383,257142000,0.0,0.0
2015-01-06 00:00:00-05:00,23.641929414645055,23.839426153600677,23.21808699514755,23.579795837402344,263188400,0.0,0.0
2015-01-07 00:00:00-05:00,23.788379730141653,24.010286263792274,23.67742646331634,23.910429000854492,160423600,0.0,0.0
2015-01-08 00:00:00-05:00,24.23885761526062,24.886824452930725,24.121245700213183,24.82912826538086,237458000,0.0,0.0
2015-01-09 00:00:00-05:00,25.002210386433102,25.13091659074848,24.456320480868424,24.85575294494629,214798000,0.0,0.0
2015-01-12 00:00:00-05:00,24.98668242928727,24.993339356300723,24.1434383783279,24.243295669555664,198603200,0.0,0.0
2015-01-13 00:00:00-05:00,24.72704475408469,25.031057310265034,24.167841042314155,24.458538055419922,268367600,0.0,0.0
2015-01-14 00:00:00-05:00,24.196693619494532,24.51845748240021,24.076863863464137,24.36534309387207,195826400,0.0,0.0
2015-01-15 00:00:00-05:00,24.409726485276778,24.4230403397773,23.668559239188266,23.704063415527344,240056000,0.0,0.0
2015-01-16 00:00:00-05:00,23.750665290329735,23.872714608651194,23.34457576901996,23.519882202148438,314053200,0.0,0.0
2015-01-20 00:00:00-05:00,23.93040774732097,24.18116329739943,23.63305370582818,24.125686645507812,199599600,0.0,0.0
2015-01-21 00:00:00-05:00,24.176722549122562,24.644945594224467,24.025825998667738,24.30986785888672,194303600,0.0,0.0
2015-01-22 00:00:00-05:00,24.467417092194996,24.95783037285458,24.347587350000268,24.942296981811523,215185600,0.0,0.0
2015-01-23 00:00:00-05:00,24.92010833317196,25.24187218046509,24.749239327247817,25.07100486755371,185859200,0.0,0.0
2015-01-26 00:00:00-05:00,25.239647680334453,25.377230335323713,25.03105669807565,25.097627639770508,222460000,0.0,0.0
2015-01-27 00:00:00-05:00,24.946730917144198,24.960046459776805,24.194467939379766,24.2188777923584,382274800,0.0,0.0
2015-01-28 00:00:00-05:00,26.102870222038018,26.211605664482956,25.58804702758789,25.58804702758789,585908400,0.0,0.0
2015-01-29 00:00:00-05:00,25.81217375336961,26.44904625819923,25.64352427568064,26.384693145751953,337745600,0.0,0.0
2015-01-30 00:00:00-05:00,26.273740817813987,26.62879102622777,25.929784923186702,25.998577117919922,334982000,0.0,0.0
2015-02-02 00:00:00-05:00,26.196071172349157,26.44460544633527,25.758914960125022,26.32477569580078,250956400,0.0,0.0
2015-02-03 00:00:00-05:00,26.29592777294408,26.42685183275398,26.09843106688366,26.329214096069336,207662800,0.0,0.0
2015-02-04 00:00:00-05:00,26.295928488591134,26.741961167377898,26.253765698617492,26.53114891052246,280598800,0.0,0.0
2015-02-05 00:00:00-05:00,26.738341318709153,26.785127115673475,26.566799628720617,26.72052001953125,168984800,0.1175,0.0
2015-02-06 00:00:00-05:00,26.73833631965643,26.78957700691149,26.38856810572445,26.49550437927246,174826400,0.0,0.0
2015-02-09 00:00:00-05:00,26.41084623817071,26.69823395180452,26.384111746339844,26.67150115966797,155559200,0.0,0.0
2015-02-10 00:00:00-05:00,26.77175571561299,27.212865534998993,26.7695291157995,27.183902740478516,248034000,0.0,0.0
2015-02-11 00:00:00-05:00,27.350993020810314,27.829975494842714,27.290842523929378,27.821063995361328,294247200,0.0,0.0
2015-02-12 00:00:00-05:00,28.08394427058599,28.400296519331267,27.974781388106848,28.173057556152344,297898000,0.0,0.0
2015-02-13 00:00:00-05:00,28.355741633824508,28.355741633824508,27.99260695889488,28.311185836791992,217088800,0.0,0.0
2015-02-17 00:00:00-05:00,28.402522690545037,28.712191735645902,28.275536812930167,28.478269577026367,252609600,0.0,0.0
2015-02-18 00:00:00-05:00,28.43371432798399,28.6899144029449,28.393613431905806,28.67654800415039,179566800,0.0,0.0
2015-02-19 00:00:00-05:00,28.623075334159196,28.745606306357125,28.589659341463797,28.616392135620117,149449600,0.0,0.0
2015-02-20 00:00:00-05:00,28.654269321738926,28.850318908691406,28.527285129746105,28.850318908691406,195793600,0.0,0.0
2015-02-23 00:00:00-05:00,28.966160250374262,29.630050659179688,28.885958473516727,29.630050659179688,283896400,0.0,0.0
2015-02-24 00:00:00-05:00,29.6166976177984,29.763734841571196,29.222371753822344,29.445154190063477,276912400,0.0,0.0
2015-02-25 00:00:00-05:00,29.309248709774774,29.318161908432362,28.54955999520564,28.692140579223633,298846800,0.0,0.0
2015-02-26 00:00:00-05:00,28.69213109498162,29.15551868971371,28.206467309747538,29.055267333984375,365150000,0.0,0.0
2015-02-27 00:00:00-05:00,28.961705145238223,29.088692714889373,28.569609437821136,28.618621826171875,248059200,0.0,0.0
2015-03-02 00:00:00-05:00,28.794618159106065,29.024083703045708,28.58297561073508,28.75897216796875,192386800,0.0,0.0
